"tick","run","Ant Count","Tip Count"
1.0,1,2000,0
2.0,1,2000,0
3.0,1,2000,0
4.0,1,2000,0
5.0,1,2000,0
6.0,1,2000,0
7.0,1,2000,0
8.0,1,2000,0
9.0,1,2000,0
10.0,1,2000,0
11.0,1,2000,0
12.0,1,2000,0
13.0,1,2000,0
14.0,1,2000,0
15.0,1,2000,0
16.0,1,2000,0
17.0,1,2000,0
18.0,1,2000,0
19.0,1,2000,0
20.0,1,2000,0
21.0,1,2000,0
22.0,1,2000,0
23.0,1,2000,0
24.0,1,2000,0
25.0,1,1999,0
26.0,1,1999,0
27.0,1,1998,0
28.0,1,1997,0
29.0,1,1997,0
30.0,1,1997,0
31.0,1,1997,0
32.0,1,1994,0
33.0,1,1993,0
34.0,1,1993,0
35.0,1,1992,0
36.0,1,1991,0
37.0,1,1991,0
38.0,1,1989,0
39.0,1,1989,0
40.0,1,1989,0
41.0,1,1988,0
42.0,1,1988,0
43.0,1,1987,0
44.0,1,1987,0
45.0,1,1986,0
46.0,1,1985,0
47.0,1,1982,0
48.0,1,1978,0
49.0,1,1978,0
50.0,1,1974,0
51.0,1,1973,0
52.0,1,1972,0
53.0,1,1970,0
54.0,1,1967,0
55.0,1,1967,0
56.0,1,1965,0
57.0,1,1964,0
58.0,1,1963,0
59.0,1,1960,0
60.0,1,1960,0
61.0,1,1958,0
62.0,1,1957,0
63.0,1,1954,0
64.0,1,1953,0
65.0,1,1952,0
66.0,1,1947,0
67.0,1,1945,0
68.0,1,1943,0
69.0,1,1942,0
70.0,1,1938,0
71.0,1,1935,0
72.0,1,1931,0
73.0,1,1926,0
74.0,1,1925,0
75.0,1,1921,0
76.0,1,1911,0
77.0,1,1906,0
78.0,1,1902,0
79.0,1,1899,0
80.0,1,1893,0
81.0,1,1888,0
82.0,1,1877,0
83.0,1,1873,0
84.0,1,1866,0
85.0,1,1858,0
86.0,1,1853,0
87.0,1,1845,0
88.0,1,1833,0
89.0,1,1817,0
90.0,1,1807,0
91.0,1,1801,0
92.0,1,1791,0
93.0,1,1783,0
94.0,1,1778,0
95.0,1,1771,0
96.0,1,1765,0
97.0,1,1755,0
98.0,1,1746,0
99.0,1,1736,0
100.0,1,1728,0
101.0,1,1717,0
102.0,1,1709,0
103.0,1,1697,0
104.0,1,1690,0
105.0,1,1674,0
106.0,1,1660,0
107.0,1,1650,0
108.0,1,1637,0
109.0,1,1629,0
110.0,1,1613,0
111.0,1,1598,0
112.0,1,1583,0
113.0,1,1568,0
114.0,1,1551,0
115.0,1,1534,0
116.0,1,1517,0
117.0,1,1500,0
118.0,1,1485,0
119.0,1,1466,0
120.0,1,1439,0
121.0,1,1421,0
122.0,1,1400,0
123.0,1,1374,0
124.0,1,1358,0
125.0,1,1341,0
126.0,1,1321,0
127.0,1,1303,0
128.0,1,1286,0
129.0,1,1258,0
130.0,1,1230,0
131.0,1,1207,0
132.0,1,1186,0
133.0,1,1164,0
134.0,1,1143,0
135.0,1,1114,0
136.0,1,1090,0
137.0,1,1065,0
138.0,1,1033,0
139.0,1,1008,0
140.0,1,974,0
141.0,1,949,0
142.0,1,928,0
143.0,1,899,0
144.0,1,868,0
145.0,1,848,0
146.0,1,816,0
147.0,1,783,0
148.0,1,748,0
149.0,1,728,0
150.0,1,709,0
